timestamp,engine,payload_used,header_ver,auth,key_id,nonce_hex8,in_sr,channels,duration_s,cap_bits,payload_bits,fec,interleave_depth,sync_every,pilot_bits,frames_pilot_each,n_pilots,frames_data,frames_total,seg,repeat,energy_gate_db,min_spacing,max_hits_per_seg,jitter_s,s_mix,ms_embed,host_rms,wm_rms,wm_to_host_db,limit_threshold,limit_knee,limited,infile,outfile,outfile_sha256
2025-11-08 03:36:44,audioseal,anchor,7,1,1,80d545a1,44100,2,6.687,448,400,none,8,8,16,1,5,25,30,0.2,1,-20.0,2,2,0.02,0.12,1,0.303435,0.018206,-24.44,0.98,0.02,1,B:\Krithik\Project\Audio_watermarking\Logs\streamlit_runs\embed\embed_20251107_220619_724fb8\my_song.wav,B:\Krithik\Project\Audio_watermarking\Logs\streamlit_runs\embed\embed_20251107_220619_724fb8\watermarked.wav,28e877c2eeb9f615e412607e7370dca3950d5e9c2c2363bae06b27926895d05b
